CHASSIS_NUMBER,MODEL,YEAR,ENGINE_TYPE,MSRP,RELIABILITY_RATING
VIN02941,T2000,2023,Diesel Turbo,85000,4
VIN02942,T6000,2023,Diesel Turbo,135000,3
VIN02943,T6000,2024,Diesel Turbo,135000,3
VIN02944,T9000,2024,Diesel 8-Cylinder,195000,2
VIN02945,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02946,T4000,2020,Diesel 8-Cylinder,110000,4
VIN02947,T2000,2020,Diesel Turbo,85000,4
VIN02948,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02949,T6000,2021,Diesel 8-Cylinder,135000,3
VIN02950,T6000,2022,Diesel Turbo,135000,3
VIN02951,T4000,2023,Diesel 6-Cylinder,110000,4
VIN02952,T8000,2020,Diesel 8-Cylinder,160000,3
VIN02953,T2000,2022,Diesel 6-Cylinder,85000,4
VIN02954,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02955,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02956,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02957,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02958,T8000,2021,Diesel 8-Cylinder,160000,3
VIN02959,T8000,2021,Diesel 6-Cylinder,160000,3
VIN02960,T2000,2021,Diesel 8-Cylinder,85000,4
VIN02961,T9000,2020,Diesel Turbo,195000,2
VIN02962,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02963,T9000,2022,Diesel 8-Cylinder,195000,2
VIN02964,T2000,2022,Diesel Turbo,85000,4
VIN02965,T2000,2024,Diesel Turbo,85000,4
VIN02966,T8000,2020,Diesel 6-Cylinder,160000,3
VIN02967,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02968,T2000,2023,Diesel Turbo,85000,4
VIN02969,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02970,T9000,2021,Diesel 6-Cylinder,195000,2
VIN02971,T8000,2024,Diesel 6-Cylinder,160000,3
VIN02972,T8000,2022,Diesel 6-Cylinder,160000,3
VIN02973,T2000,2020,Diesel Turbo,85000,4
VIN02974,T8000,2021,Diesel Turbo,160000,3
VIN02975,T9000,2023,Diesel 6-Cylinder,195000,2
VIN02976,T6000,2023,Diesel Turbo,135000,3
VIN02977,T6000,2021,Diesel Turbo,135000,3
VIN02978,T4000,2024,Diesel 8-Cylinder,110000,4
VIN02979,T4000,2023,Diesel 6-Cylinder,110000,4
VIN02980,T2000,2022,Diesel Turbo,85000,4
VIN02981,T6000,2023,Diesel 8-Cylinder,135000,3
VIN02982,T2000,2023,Diesel Turbo,85000,4
VIN02983,T9000,2024,Diesel Turbo,195000,2
VIN02984,T2000,2021,Diesel 6-Cylinder,85000,4
VIN02985,T4000,2021,Diesel 8-Cylinder,110000,4
VIN02986,T2000,2023,Diesel 8-Cylinder,85000,4
VIN02987,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02988,T4000,2021,Diesel 6-Cylinder,110000,4
VIN02989,T2000,2024,Diesel 8-Cylinder,85000,4
VIN02990,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02991,T4000,2022,Diesel 8-Cylinder,110000,4
VIN02992,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02993,T4000,2023,Diesel 8-Cylinder,110000,4
VIN02994,T2000,2020,Diesel 6-Cylinder,85000,4
VIN02995,T4000,2022,Diesel Turbo,110000,4
VIN02996,T2000,2020,Diesel 8-Cylinder,85000,4
VIN02997,T8000,2024,Diesel Turbo,160000,3
VIN02998,T6000,2022,Diesel 6-Cylinder,135000,3
VIN02999,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03000,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03001,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03002,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03003,T6000,2021,Diesel Turbo,135000,3
VIN03004,T6000,2022,Diesel 6-Cylinder,135000,3
VIN03005,T8000,2022,Diesel 8-Cylinder,160000,3
VIN03006,T8000,2023,Diesel 8-Cylinder,160000,3
VIN03007,T8000,2020,Diesel 8-Cylinder,160000,3
VIN03008,T6000,2021,Diesel 8-Cylinder,135000,3
VIN03009,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03010,T2000,2024,Diesel Turbo,85000,4
VIN03011,T8000,2023,Diesel 8-Cylinder,160000,3
VIN03012,T8000,2022,Diesel 6-Cylinder,160000,3
VIN03013,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03014,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03015,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03016,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03017,T8000,2022,Diesel 8-Cylinder,160000,3
VIN03018,T2000,2023,Diesel Turbo,85000,4
VIN03019,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03020,T2000,2020,Diesel Turbo,85000,4
VIN03021,T8000,2021,Diesel 6-Cylinder,160000,3
VIN03022,T9000,2022,Diesel Turbo,195000,2
VIN03023,T6000,2024,Diesel Turbo,135000,3
VIN03024,T4000,2023,Diesel 8-Cylinder,110000,4
VIN03025,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03026,T4000,2021,Diesel 8-Cylinder,110000,4
VIN03027,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03028,T6000,2022,Diesel 6-Cylinder,135000,3
VIN03029,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03030,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03031,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03032,T9000,2023,Diesel 8-Cylinder,195000,2
VIN03033,T2000,2022,Diesel Turbo,85000,4
VIN03034,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03035,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03036,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03037,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03038,T4000,2023,Diesel Turbo,110000,4
VIN03039,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03040,T8000,2022,Diesel 8-Cylinder,160000,3
VIN03041,T8000,2023,Diesel 6-Cylinder,160000,3
VIN03042,T6000,2022,Diesel Turbo,135000,3
VIN03043,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03044,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03045,T2000,2023,Diesel Turbo,85000,4
VIN03046,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03047,T9000,2023,Diesel 8-Cylinder,195000,2
VIN03048,T4000,2020,Diesel Turbo,110000,4
VIN03049,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03050,T6000,2022,Diesel 8-Cylinder,135000,3
VIN03051,T6000,2021,Diesel 8-Cylinder,135000,3
VIN03052,T2000,2024,Diesel Turbo,85000,4
VIN03053,T4000,2023,Diesel Turbo,110000,4
VIN03054,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03055,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03056,T8000,2021,Diesel 8-Cylinder,160000,3
VIN03057,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03058,T6000,2020,Diesel Turbo,135000,3
VIN03059,T6000,2021,Diesel 8-Cylinder,135000,3
VIN03060,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03061,T9000,2020,Diesel 6-Cylinder,195000,2
VIN03062,T4000,2022,Diesel 8-Cylinder,110000,4
VIN03063,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03064,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03065,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03066,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03067,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03068,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03069,T6000,2023,Diesel 8-Cylinder,135000,3
VIN03070,T4000,2020,Diesel Turbo,110000,4
VIN03071,T6000,2023,Diesel 6-Cylinder,135000,3
VIN03072,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03073,T2000,2020,Diesel Turbo,85000,4
VIN03074,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03075,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03076,T2000,2020,Diesel Turbo,85000,4
VIN03077,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03078,T2000,2020,Diesel Turbo,85000,4
VIN03079,T4000,2023,Diesel Turbo,110000,4
VIN03080,T2000,2024,Diesel Turbo,85000,4
VIN03081,T6000,2020,Diesel 8-Cylinder,135000,3
VIN03082,T6000,2023,Diesel 6-Cylinder,135000,3
VIN03083,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03084,T8000,2021,Diesel 8-Cylinder,160000,3
VIN03085,T9000,2021,Diesel 6-Cylinder,195000,2
VIN03086,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03087,T2000,2021,Diesel Turbo,85000,4
VIN03088,T6000,2021,Diesel 6-Cylinder,135000,3
VIN03089,T8000,2021,Diesel Turbo,160000,3
VIN03090,T2000,2023,Diesel Turbo,85000,4
VIN03091,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03092,T4000,2021,Diesel Turbo,110000,4
VIN03093,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03094,T9000,2020,Diesel 6-Cylinder,195000,2
VIN03095,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03096,T2000,2023,Diesel Turbo,85000,4
VIN03097,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03098,T4000,2020,Diesel Turbo,110000,4
VIN03099,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03100,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03101,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03102,T9000,2020,Diesel Turbo,195000,2
VIN03103,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03104,T2000,2020,Diesel Turbo,85000,4
VIN03105,T2000,2023,Diesel Turbo,85000,4
VIN03106,T9000,2021,Diesel 8-Cylinder,195000,2
VIN03107,T2000,2022,Diesel Turbo,85000,4
VIN03108,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03109,T6000,2024,Diesel 8-Cylinder,135000,3
VIN03110,T4000,2021,Diesel Turbo,110000,4
VIN03111,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03112,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03113,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03114,T6000,2020,Diesel 6-Cylinder,135000,3
VIN03115,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03116,T2000,2021,Diesel Turbo,85000,4
VIN03117,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03118,T6000,2022,Diesel 6-Cylinder,135000,3
VIN03119,T2000,2020,Diesel Turbo,85000,4
VIN03120,T8000,2023,Diesel Turbo,160000,3
VIN03121,T8000,2020,Diesel 6-Cylinder,160000,3
VIN03122,T8000,2022,Diesel 8-Cylinder,160000,3
VIN03123,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03124,T9000,2021,Diesel Turbo,195000,2
VIN03125,T6000,2021,Diesel Turbo,135000,3
VIN03126,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03127,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03128,T8000,2020,Diesel 6-Cylinder,160000,3
VIN03129,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03130,T2000,2021,Diesel Turbo,85000,4
VIN03131,T4000,2021,Diesel 6-Cylinder,110000,4
VIN03132,T4000,2023,Diesel Turbo,110000,4
VIN03133,T4000,2021,Diesel Turbo,110000,4
VIN03134,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03135,T6000,2022,Diesel 8-Cylinder,135000,3
VIN03136,T4000,2021,Diesel 8-Cylinder,110000,4
VIN03137,T8000,2023,Diesel 6-Cylinder,160000,3
VIN03138,T9000,2022,Diesel 8-Cylinder,195000,2
VIN03139,T4000,2023,Diesel 8-Cylinder,110000,4
VIN03140,T4000,2024,Diesel Turbo,110000,4
VIN03141,T4000,2021,Diesel 8-Cylinder,110000,4
VIN03142,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03143,T8000,2022,Diesel Turbo,160000,3
VIN03144,T4000,2024,Diesel Turbo,110000,4
VIN03145,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03146,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03147,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03148,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03149,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03150,T2000,2024,Diesel Turbo,85000,4
VIN03151,T6000,2023,Diesel 8-Cylinder,135000,3
VIN03152,T9000,2023,Diesel Turbo,195000,2
VIN03153,T4000,2023,Diesel 8-Cylinder,110000,4
VIN03154,T6000,2024,Diesel 6-Cylinder,135000,3
VIN03155,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03156,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03157,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03158,T8000,2022,Diesel Turbo,160000,3
VIN03159,T6000,2022,Diesel Turbo,135000,3
VIN03160,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03161,T6000,2021,Diesel 8-Cylinder,135000,3
VIN03162,T2000,2022,Diesel Turbo,85000,4
VIN03163,T6000,2020,Diesel Turbo,135000,3
VIN03164,T6000,2021,Diesel 8-Cylinder,135000,3
VIN03165,T6000,2021,Diesel 8-Cylinder,135000,3
VIN03166,T2000,2024,Diesel Turbo,85000,4
VIN03167,T8000,2020,Diesel 6-Cylinder,160000,3
VIN03168,T8000,2023,Diesel 8-Cylinder,160000,3
VIN03169,T6000,2020,Diesel Turbo,135000,3
VIN03170,T9000,2023,Diesel 6-Cylinder,195000,2
VIN03171,T8000,2022,Diesel Turbo,160000,3
VIN03172,T2000,2024,Diesel Turbo,85000,4
VIN03173,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03174,T6000,2020,Diesel 6-Cylinder,135000,3
VIN03175,T6000,2022,Diesel 6-Cylinder,135000,3
VIN03176,T2000,2021,Diesel Turbo,85000,4
VIN03177,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03178,T9000,2023,Diesel 6-Cylinder,195000,2
VIN03179,T2000,2023,Diesel Turbo,85000,4
VIN03180,T4000,2022,Diesel Turbo,110000,4
VIN03181,T4000,2021,Diesel 8-Cylinder,110000,4
VIN03182,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03183,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03184,T4000,2021,Diesel 6-Cylinder,110000,4
VIN03185,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03186,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03187,T6000,2024,Diesel 6-Cylinder,135000,3
VIN03188,T8000,2021,Diesel 6-Cylinder,160000,3
VIN03189,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03190,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03191,T4000,2023,Diesel 8-Cylinder,110000,4
VIN03192,T6000,2020,Diesel 6-Cylinder,135000,3
VIN03193,T2000,2020,Diesel Turbo,85000,4
VIN03194,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03195,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03196,T6000,2022,Diesel 8-Cylinder,135000,3
VIN03197,T4000,2022,Diesel Turbo,110000,4
VIN03198,T4000,2022,Diesel Turbo,110000,4
VIN03199,T8000,2022,Diesel 6-Cylinder,160000,3
VIN03200,T9000,2023,Diesel 8-Cylinder,195000,2
VIN03201,T6000,2022,Diesel 8-Cylinder,135000,3
VIN03202,T8000,2020,Diesel 8-Cylinder,160000,3
VIN03203,T8000,2023,Diesel Turbo,160000,3
VIN03204,T8000,2021,Diesel 6-Cylinder,160000,3
VIN03205,T6000,2024,Diesel 8-Cylinder,135000,3
VIN03206,T9000,2021,Diesel 8-Cylinder,195000,2
VIN03207,T4000,2023,Diesel Turbo,110000,4
VIN03208,T4000,2021,Diesel 6-Cylinder,110000,4
VIN03209,T9000,2022,Diesel 6-Cylinder,195000,2
VIN03210,T6000,2020,Diesel Turbo,135000,3
VIN03211,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03212,T6000,2023,Diesel Turbo,135000,3
VIN03213,T6000,2020,Diesel 8-Cylinder,135000,3
VIN03214,T4000,2023,Diesel Turbo,110000,4
VIN03215,T8000,2020,Diesel Turbo,160000,3
VIN03216,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03217,T6000,2024,Diesel Turbo,135000,3
VIN03218,T8000,2024,Diesel 6-Cylinder,160000,3
VIN03219,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03220,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03221,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03222,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03223,T2000,2021,Diesel Turbo,85000,4
VIN03224,T6000,2020,Diesel 8-Cylinder,135000,3
VIN03225,T9000,2020,Diesel 6-Cylinder,195000,2
VIN03226,T9000,2022,Diesel 8-Cylinder,195000,2
VIN03227,T8000,2021,Diesel Turbo,160000,3
VIN03228,T2000,2023,Diesel Turbo,85000,4
VIN03229,T2000,2021,Diesel Turbo,85000,4
VIN03230,T6000,2023,Diesel 6-Cylinder,135000,3
VIN03231,T8000,2022,Diesel 6-Cylinder,160000,3
VIN03232,T9000,2024,Diesel 6-Cylinder,195000,2
VIN03233,T6000,2023,Diesel Turbo,135000,3
VIN03234,T6000,2023,Diesel Turbo,135000,3
VIN03235,T6000,2024,Diesel 8-Cylinder,135000,3
VIN03236,T8000,2021,Diesel 8-Cylinder,160000,3
VIN03237,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03238,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03239,T6000,2020,Diesel Turbo,135000,3
VIN03240,T4000,2022,Diesel 8-Cylinder,110000,4
VIN03241,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03242,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03243,T8000,2023,Diesel 8-Cylinder,160000,3
VIN03244,T8000,2021,Diesel Turbo,160000,3
VIN03245,T6000,2024,Diesel 6-Cylinder,135000,3
VIN03246,T2000,2020,Diesel Turbo,85000,4
VIN03247,T8000,2022,Diesel 6-Cylinder,160000,3
VIN03248,T8000,2022,Diesel 6-Cylinder,160000,3
VIN03249,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03250,T6000,2021,Diesel Turbo,135000,3
VIN03251,T6000,2020,Diesel Turbo,135000,3
VIN03252,T2000,2024,Diesel Turbo,85000,4
VIN03253,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03254,T6000,2021,Diesel 8-Cylinder,135000,3
VIN03255,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03256,T9000,2022,Diesel 6-Cylinder,195000,2
VIN03257,T8000,2021,Diesel Turbo,160000,3
VIN03258,T9000,2021,Diesel Turbo,195000,2
VIN03259,T6000,2021,Diesel 8-Cylinder,135000,3
VIN03260,T6000,2022,Diesel Turbo,135000,3
VIN03261,T9000,2021,Diesel 6-Cylinder,195000,2
VIN03262,T4000,2022,Diesel 8-Cylinder,110000,4
VIN03263,T6000,2022,Diesel 8-Cylinder,135000,3
VIN03264,T4000,2024,Diesel Turbo,110000,4
VIN03265,T2000,2021,Diesel Turbo,85000,4
VIN03266,T8000,2023,Diesel 6-Cylinder,160000,3
VIN03267,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03268,T8000,2022,Diesel 8-Cylinder,160000,3
VIN03269,T6000,2024,Diesel 6-Cylinder,135000,3
VIN03270,T4000,2023,Diesel 8-Cylinder,110000,4
VIN03271,T8000,2021,Diesel 6-Cylinder,160000,3
VIN03272,T8000,2021,Diesel Turbo,160000,3
VIN03273,T6000,2022,Diesel Turbo,135000,3
VIN03274,T8000,2020,Diesel Turbo,160000,3
VIN03275,T8000,2021,Diesel 8-Cylinder,160000,3
VIN03276,T9000,2023,Diesel Turbo,195000,2
VIN03277,T8000,2020,Diesel 6-Cylinder,160000,3
VIN03278,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03279,T9000,2020,Diesel Turbo,195000,2
VIN03280,T6000,2024,Diesel 8-Cylinder,135000,3
VIN03281,T9000,2023,Diesel 6-Cylinder,195000,2
VIN03282,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03283,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03284,T6000,2023,Diesel Turbo,135000,3
VIN03285,T9000,2020,Diesel 8-Cylinder,195000,2
VIN03286,T8000,2023,Diesel 8-Cylinder,160000,3
VIN03287,T6000,2023,Diesel 8-Cylinder,135000,3
VIN03288,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03289,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03290,T2000,2024,Diesel Turbo,85000,4
VIN03291,T4000,2020,Diesel Turbo,110000,4
VIN03292,T2000,2023,Diesel Turbo,85000,4
VIN03293,T6000,2022,Diesel Turbo,135000,3
VIN03294,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03295,T6000,2024,Diesel 6-Cylinder,135000,3
VIN03296,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03297,T4000,2024,Diesel Turbo,110000,4
VIN03298,T4000,2024,Diesel Turbo,110000,4
VIN03299,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03300,T9000,2020,Diesel 6-Cylinder,195000,2
VIN03301,T8000,2021,Diesel 6-Cylinder,160000,3
VIN03302,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03303,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03304,T6000,2020,Diesel Turbo,135000,3
VIN03305,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03306,T9000,2024,Diesel 8-Cylinder,195000,2
VIN03307,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03308,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03309,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03310,T6000,2023,Diesel 6-Cylinder,135000,3
VIN03311,T4000,2022,Diesel Turbo,110000,4
VIN03312,T9000,2022,Diesel Turbo,195000,2
VIN03313,T4000,2021,Diesel Turbo,110000,4
VIN03314,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03315,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03316,T8000,2021,Diesel 6-Cylinder,160000,3
VIN03317,T6000,2021,Diesel Turbo,135000,3
VIN03318,T4000,2021,Diesel Turbo,110000,4
VIN03319,T6000,2020,Diesel Turbo,135000,3
VIN03320,T2000,2023,Diesel Turbo,85000,4
VIN03321,T9000,2023,Diesel 8-Cylinder,195000,2
VIN03322,T2000,2022,Diesel Turbo,85000,4
VIN03323,T4000,2021,Diesel Turbo,110000,4
VIN03324,T2000,2022,Diesel Turbo,85000,4
VIN03325,T6000,2021,Diesel Turbo,135000,3
VIN03326,T4000,2024,Diesel Turbo,110000,4
VIN03327,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03328,T9000,2023,Diesel 8-Cylinder,195000,2
VIN03329,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03330,T2000,2020,Diesel Turbo,85000,4
VIN03331,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03332,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03333,T9000,2022,Diesel 6-Cylinder,195000,2
VIN03334,T8000,2021,Diesel 8-Cylinder,160000,3
VIN03335,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03336,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03337,T2000,2022,Diesel Turbo,85000,4
VIN03338,T8000,2023,Diesel 6-Cylinder,160000,3
VIN03339,T4000,2024,Diesel 8-Cylinder,110000,4
VIN03340,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03341,T8000,2021,Diesel 8-Cylinder,160000,3
VIN03342,T9000,2023,Diesel 6-Cylinder,195000,2
VIN03343,T2000,2024,Diesel Turbo,85000,4
VIN03344,T4000,2023,Diesel 8-Cylinder,110000,4
VIN03345,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03346,T6000,2021,Diesel Turbo,135000,3
VIN03347,T2000,2023,Diesel Turbo,85000,4
VIN03348,T6000,2020,Diesel Turbo,135000,3
VIN03349,T6000,2022,Diesel Turbo,135000,3
VIN03350,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03351,T6000,2021,Diesel 8-Cylinder,135000,3
VIN03352,T9000,2023,Diesel Turbo,195000,2
VIN03353,T2000,2023,Diesel Turbo,85000,4
VIN03354,T9000,2021,Diesel 8-Cylinder,195000,2
VIN03355,T6000,2020,Diesel 8-Cylinder,135000,3
VIN03356,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03357,T6000,2020,Diesel Turbo,135000,3
VIN03358,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03359,T4000,2020,Diesel Turbo,110000,4
VIN03360,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03361,T9000,2023,Diesel Turbo,195000,2
VIN03362,T4000,2021,Diesel 8-Cylinder,110000,4
VIN03363,T4000,2024,Diesel Turbo,110000,4
VIN03364,T2000,2020,Diesel Turbo,85000,4
VIN03365,T2000,2020,Diesel Turbo,85000,4
VIN03366,T4000,2024,Diesel Turbo,110000,4
VIN03367,T2000,2024,Diesel Turbo,85000,4
VIN03368,T6000,2024,Diesel 8-Cylinder,135000,3
VIN03369,T9000,2024,Diesel 6-Cylinder,195000,2
VIN03370,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03371,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03372,T4000,2021,Diesel 8-Cylinder,110000,4
VIN03373,T9000,2022,Diesel Turbo,195000,2
VIN03374,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03375,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03376,T2000,2020,Diesel Turbo,85000,4
VIN03377,T6000,2023,Diesel 6-Cylinder,135000,3
VIN03378,T9000,2024,Diesel 6-Cylinder,195000,2
VIN03379,T9000,2024,Diesel 8-Cylinder,195000,2
VIN03380,T2000,2020,Diesel Turbo,85000,4
VIN03381,T4000,2022,Diesel 8-Cylinder,110000,4
VIN03382,T2000,2022,Diesel Turbo,85000,4
VIN03383,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03384,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03385,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03386,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03387,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03388,T4000,2022,Diesel 8-Cylinder,110000,4
VIN03389,T4000,2021,Diesel Turbo,110000,4
VIN03390,T8000,2020,Diesel 8-Cylinder,160000,3
VIN03391,T6000,2023,Diesel 6-Cylinder,135000,3
VIN03392,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03393,T4000,2021,Diesel 6-Cylinder,110000,4
VIN03394,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03395,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03396,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03397,T9000,2022,Diesel 6-Cylinder,195000,2
VIN03398,T4000,2024,Diesel 8-Cylinder,110000,4
VIN03399,T8000,2021,Diesel 8-Cylinder,160000,3
VIN03400,T8000,2023,Diesel Turbo,160000,3
VIN03401,T6000,2023,Diesel 6-Cylinder,135000,3
VIN03402,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03403,T2000,2022,Diesel Turbo,85000,4
VIN03404,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03405,T6000,2022,Diesel 8-Cylinder,135000,3
VIN03406,T9000,2020,Diesel 8-Cylinder,195000,2
VIN03407,T4000,2022,Diesel 8-Cylinder,110000,4
VIN03408,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03409,T6000,2024,Diesel 6-Cylinder,135000,3
